route,template,visual_status,copy_status,SEO_status,responsive_status,interaction_status,verification_performed,remaining_issues
/does-creatine-cause-hair-loss.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/dunkin-healthy-breakfast-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/editorial-policy.html,trust,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/fats.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/healthy-fast-food.html,reference-index,Visually inspected: light 390,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/high-protein-foods-list.html,reference-index,Visually inspected: light 1440,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-many-calories-should-i-eat-a-day.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-much-fiber-per-day.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-much-protein-can-your-body-absorb.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-much-protein-per-day.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-much-sodium-per-day.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-to-build-a-balanced-meal-with-macros.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-to-calculate-macros-by-hand.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-to-calculate-maintenance-calories.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-to-calculate-recipe-nutrition.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-to-eat-out-without-wrecking-your-goal.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-to-hit-protein-goal-on-budget.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/how-to-read-a-nutrition-label.html,article,Visually inspected: light 1280,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/index.html,home,Visually inspected: light 390; light 1440; dark 1440; home state light 1440; navigation state light 390,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/jersey-mikes-healthy-subs-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/kfc-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/macros-for-muscle-gain.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/macros-for-weight-loss.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/mcdonalds-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/nutrition-label-comparison-tool.html,calculator,Visually inspected: light 390 after comparison grid fix,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/panda-express-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/panera-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/popeyes-healthy-meals-macros.html,restaurant,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,"Shared keyboard/navigation/theme tested; route runtime and labels checked; shared chain finder exercised on Chipotle, all chain data/source labels validated","10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/privacy.html,legal,Visually inspected: dark 1440; light 390,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/protein-value-calculator.html,calculator,Visually inspected: dark 1440 after numeric layout fix,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/protein.html,article,Automated render checked; shared family reviewed; this individual page not manually inspected,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; no individual visual-review claim",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/recipe-macro-scaler.html,calculator,Visually inspected: light 1440 after numeric layout fix,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
/restaurant-meal-finder.html,finder,Visually inspected: light 1440 initial quiz; light 390 filtered results; dark 1440 no-match state,Authored corpus reviewed; useful sourced language retained; see copy-review.md,Metadata/canonical/sitemap/internal-link checks passed; intent mapped; no current ranking data,Passed 320/390/768/1024/1440 in light and dark; see render-checks.json,Shared keyboard/navigation/theme tested; route runtime and labels checked; relevant functional journey exercised,"10 route renders; H1, overflow, header clipping, images, controls, runtime; 3876-link site audit; visual review logged",Production/CDN and real-device assistive-technology checks not performed; no new verification of all nutrition sources
