old URL/path,action,reason,redirect target if any
/budget-pantry-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/build-a-plate-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/bulking-without-gaining-fat.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/caffeine-and-athletic-performance.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/caffeine-cutoff-before-bed.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/calcium-and-bone-health.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/calcium-vitamin-d-for-teens.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/carb-cycling-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/carb-loading-for-athletes.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/carbohydrate-counting-food-labels-diabetes.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/carbohydrate-quality-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/carbohydrates-for-strength-training.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/carbs-quiz.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/carnivore-diet-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/catabolism-vs-anabolism.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/cell-biology-quiz.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/cell-membrane-transport.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/cheat-days-do-they-help-or-hurt.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/chewing-swallowing-barriers-nutrition.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/children-teen-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/cholesterol-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/choline-foods-and-functions.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/choosing-food-database-entry.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/chromium-foods-supplements-evidence.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/chronic-kidney-disease-nutrition-basics.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/cirrhosis-protein-meals-malnutrition.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/cirrhosis-sodium-ascites-fluid-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/ckd-phosphorus-additives-labels-binders.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/ckd-potassium-foods-labs-medicines.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/ckd-sodium-fluid-swelling-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/collagen-supplements-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/common-nutrition-myths-debunked.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/complete-vs-incomplete-protein.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/constipation-food-and-routine-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/cooking-fats-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/copper-foods-and-functions.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/correlation-vs-causation-in-nutrition.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/creatine-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/dairy-free-calcium-foods.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/dash-diet-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/dash-diet-practical-beginners-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/diabetes-alcohol-exercise-meal-timing.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/diabetes-blood-sugar-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/diabetes-plate-method-practical-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/dialysis-nutrition-protein-fluid-basics.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/diarrhea-foods-hydration-recovery.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/diet-sorter-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/diets-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/diets-quiz.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/digestion-quiz.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/digestive-health-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/digestive-pattern-worksheet.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/digestive-symptoms-red-flags.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/do-elimination-diets-improve-performance.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/does-caffeine-dehydrate-you.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/does-eating-fat-make-you-fat.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/eating-late-at-night-weight-gain.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/egg-yolks-cholesterol-myth.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/electrolytes-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/electron-transport-chain-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/emergency-pantry-meals.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-bloating-bowel-symptoms-low-fodmap.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-diet-evidence-balanced-eating.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-fertility-pregnancy-nutrition.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-heavy-periods-iron-anemia.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-nutrition-myth-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-pain-flare-nausea-low-appetite-foods.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-supplements-estrogen-detox-myths.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/endometriosis-visit-question-builder.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/energy-systems-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/enzyme-kinetics-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/enzymes-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/es/index.html,404 (file removed),Partial translation footprint without equivalent translated tools and guides.,
/everyday-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/exercise-physiology-quiz.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/extended-fasting-and-omad.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/family-meal-planning.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/famous-athlete-diets-fact-checked.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fasted-cardio-fat-loss.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fat-quiz.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fat-soluble-vitamins-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fermented-foods-prebiotics-probiotics.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fiber-and-gut-microbiome.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fiber-benefits.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fiber-without-the-hype.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fish-mercury-pregnancy-breastfeeding.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/folate-vs-folic-acid.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-allergy-label-safety-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-date-labels-safety-quality.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-labels-serving-size-traps.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-literacy-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-measurement-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-safety-for-older-adults.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-safety-storage-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/food-storage-decision-helper.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fr/index.html,404 (file removed),Partial translation footprint without equivalent translated tools and guides.,
/freezer-meals-balanced-nutrition.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/freezer-safety-and-refreezing.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/fresh-vs-frozen-vs-canned.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/front-of-package-food-claims.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/glossary.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/gluten-free-labels-celiac-disease.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/glycemic-index-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/glycolysis-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/grocery-list-for-balanced-meals.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/gut-health-myth-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/gut-microbiome-myths.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hashimotos-diet-gluten-selenium-myths.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/healthy-aging-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/healthy-breakfasts-for-teens.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/healthy-high-fat-foods.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/healthy-packed-lunch-ideas.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/heart-health-food-myth-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/heart-health-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/heavy-periods-blood-loss-iron-deficiency.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/high-fiber-foods-list.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/high-protein-breakfast-ideas.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/high-protein-snacks-real-food.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/homeostasis-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hot-flashes-food-caffeine-alcohol-triggers.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hot-weather-exercise-fueling.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-digestion-works.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-industry-funding-shapes-nutrition-research.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-many-carbs-per-day.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-much-fat-per-day.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-much-water-should-you-drink-per-day.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-to-build-a-balanced-meal.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-to-compare-grocery-unit-prices.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-to-measure-sweat-rate.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-to-read-a-meta-analysis.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-to-read-a-nutrition-study.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-to-read-food-allergen-labels.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/how-to-track-your-macros.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hunger-fullness-and-satiety.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hydration-and-performance.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hydration-electrolyte-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hydration-for-older-adults.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hydration-in-hot-weather.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hydration-needs-not-eight-glasses.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hydration-scenario-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hyperthyroidism-nutrition-weight-bone-health.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hypoglycemia-food-treatment-safety.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/hypothyroidism-food-nutrition-basics.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iifym-flexible-dieting.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/ingredient-list-order.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/insulin-and-glucagon.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/intermittent-fasting-and-macros.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/intuitive-eating-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iodine-thyroid-and-food-sources.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-absorption-vitamin-c-tea-calcium.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-anemia-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-anemia-safety-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-deficiency-and-athletes.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-deficiency-anemia-tests-ferritin-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-for-teenagers.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-label-and-test-question-builder.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-overload-hemochromatosis-food-supplements.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-rich-foods-heme-nonheme-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/iron-supplements-elemental-iron-safety.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/keto-flu-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/ketogenic-diet-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/kidney-function-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/kidney-health-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/kidney-nutrition-safety-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/kidney-stone-food-fluid-guide.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/kitchen-food-safety-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/krebs-cycle-explained.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/leftover-safety-two-hour-four-day-rule.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/leftovers-food-safety-and-nutrition.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/levothyroxine-food-coffee-calcium-iron-timing.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/liver-detox-myth-safety-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/liver-detox-supplements-herbal-injury.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/liver-enzymes-food-and-test-context.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/liver-health-nutrition-guides.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/liver-health-visit-question-builder.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/low-carb-diet-effects.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/low-fat-diet-risks.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/low-fodmap-diet-three-steps.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/macro-master-quiz.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/macro-memory-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/macro-sprint-game.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/macros-for-endurance-vs-strength-athletes.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/macros-for-vegetarians.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
/macros-without-tracking.html,404 (file removed),"Outside the focused healthy-fast-food and macro-tools product, duplicative, or insufficiently distinctive.",
